@SICSVOE
Stno;Chip;Database Id;Surname;First name;YB;S;Block;nc;Start;Finish;Time;Classifier;Club no.;Cl.name;City;Nat;Cl. no.;Short;Long;Num1;Num2;Num3;Text1;Text2;Text3;Adr. name;Street;Line2;Zip;City;Phone;Fax;EMail;Id/Club;Rented;Start fee;Paid;Course no.;Course;km;m;Course controls;Pl;Start punch;Finish punch;Control1;Punch1;Control2;Punch2;Control3;Punch3;Control4;Punch4;Control5;Punch5;Control6;Punch6;Control7;Punch7;Control8;Punch8;Control9;Punch9;Control10;Punch10;(may be more) ...
201;214013;"1";"Conceiço";"Diana";;M;;0;58:03;75:08;17:05;0;1;"ADFA";"ADFA";"POR";1;"BEGINNERS";"BEGINNERS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;61;"15";"1.27";"65";5;2;;75:08;53;03:18;54;05:35;56;07:16;55;13:52;100;16:33;
;2128477;"895";"Meštrovič";"Martin";;M;;0;33:02;56:13;23:11;0;92;"OK Kapela";"OK Kapela";"CRO";1;"BEGINNERS";"BEGINNERS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;61;"15";"1.27";"65";5;3;;56:13;53;03:33;54;07:45;56;10:34;55;18:56;100;22:36;
202;2036470;"3";"Jordanov";"Simeon";;M;;0;91:26;122:15;30:49;0;3;"Valdi Sofia";"Valdi Sofia";"BUL";1;"BEGINNERS";"BEGINNERS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;61;"15";"1.27";"65";5;4;;122:15;53;02:24;54;05:32;56;09:15;55;28:16;100;30:26;
204;741912;"833";"Koivula";"Tiina ";;M;;0;45:07;115:56;70:49;0;60;"Turun Metsänkävijät";"Turun Metsänkävijät";"FIN";1;"BEGINNERS";"BEGINNERS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;61;"15";"1.27";"65";5;5;;115:56;53;06:12;54;57:00;56;59:09;55;67:15;100;70:07;
211;222818;"4";"Stupu";"Sonia";;M;;0;119:03;131:11;12:08;0;4;"CSU Brasov";"CSU Brasov";"ROU";2;"KIDS";"KIDS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;61;"15";"1.27";"65";5;1;;131:11;53;02:16;54;04:09;56;05:24;55;09:51;100;11:44;
218;505210;"6";"Novai";"Panna";;M;;0;02:11;14:19;12:08;0;6;"Hungarian O-Fans";"Hungarian O-Fans";"HUN";2;"KIDS";"KIDS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;61;"15";"1.27";"65";5;1;;14:19;53;02:16;54;04:24;56;05:31;55;09:43;100;11:42;
214;2121871;"5";"Komín";"Matyáš";;M;;0;06:04;19:56;13:52;0;5;"Dong Feng Team";"Dong Feng Team";"CZE";2;"KIDS";"KIDS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;61;"15";"1.27";"65";5;3;;19:56;53;01:59;54;03:46;56;05:06;55;11:00;100;13:22;
997;2103520;"873";"Komin";"Krystof";;M;;0;08:02;22:25;14:23;0;5;"Dong Feng Team";"Dong Feng Team";"CZE";2;"KIDS";"KIDS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;61;"15";"1.27";"65";5;4;;22:25;53;02:42;54;04:29;56;06:02;55;11:31;100;13:55;
209;1398546;"7";"Sedej";"Rok";;M;;0;49:22;63:53;14:31;0;7;"OK Azimut";"OK Azimut";"SLO";2;"KIDS";"KIDS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;61;"15";"1.27";"65";5;5;;63:53;53;02:06;54;05:27;56;06:41;55;12:21;100;14:08;
208;2103988;"15";"Hölzer";"Delania";;M;;0;40:07;55:00;14:53;0;13;"X-OL";"X-OL";"SLO";2;"KIDS";"KIDS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;61;"15";"1.27";"65";5;6;;55:00;53;01:51;54;03:59;56;05:23;55;12:08;100;14:28;
662;430636;"507";"Ráduly";"Zsuzsanna";;M;;0;13:20;28:16;14:56;0;48;"CSM  VSK Csíkszereda  Miercurea Ciuc";"CSM  VSK Csíkszereda  Miercurea Ciuc";"ROU";2;"KIDS";"KIDS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;61;"15";"1.27";"65";5;7;;28:16;53;02:13;54;04:36;56;06:30;55;12:33;100;14:33;
217;2008685;"13";"Atanasova";"Yoana";;M;;0;52:02;68:02;16:00;0;12;"Trapezitsa";"Trapezitsa";"BUL";2;"KIDS";"KIDS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;61;"15";"1.27";"65";5;8;;68:02;53;02:59;54;04:51;56;06:36;55;13:30;100;15:35;
213;2111766;"14";"Pastuszek";"Lukáš";;M;2;0;04:04;20:20;16:16;0;2;"Universitni Sportovni Klub Praha";"Universitni Sportovni Klub Praha";"CZE";2;"KIDS";"KIDS";;;;"";"";"";"";"";"";"";"";"";"";"";;0;"0,0";0;61;"15";"1.27";"65";5;9;;20:20;53;03:39;54;05:45;56;07:24;55;13:16;100;15:48;
